city,lat,lng,population,density
Farmington Hills,42.486,-83.3771,83749,939.3
Alton,38.9037,-90.152,83705,652.3
Melbourne,28.1086,-80.6627,83500,719.5
Miami Beach,25.8171,-80.1396,83469,4489.1
Alhambra,34.084,-118.1355,83174,4275.8
Williamsburg,37.2693,-76.7076,83021,649.4
Madera,36.963,-120.0778,82772,1536.8
Warwick,41.7062,-71.4334,82666,894.0
Cranston,41.7658,-71.4858,82654,1106.8
Baytown,29.7587,-94.9671,82543,794.0
Largo,27.9088,-82.7712,82505,1757.8
Silver Spring,39.0028,-77.0207,82472,3970.7
Lakewood,33.8471,-118.1222,82419,3272.3
Mountain View,37.4001,-122.0796,82409,2586.4
Kankakee,41.102,-87.8643,82095,662.0
Johns Creek,34.0333,-84.2027,82068,1059.5
Flagstaff,35.1872,-111.6194,81682,428.7
Franklin,35.92,-86.8516,81531,723.1
Joplin,37.0757,-94.5018,81025,512.8
Parma,41.3843,-81.7286,80880,1516.1
Layton,41.077,-111.962,80858,1324.4
New Rochelle,40.9304,-73.7836,80685,2979.1
Anderson,34.5211,-82.6478,80657,718.0
Lebanon,40.3412,-76.4228,80620,2388.4
Somerville,42.3908,-71.1014,80608,7600.3
Yauco,18.0344,-66.8615,80307,2065.0
St. Joseph,39.7598,-94.821,80099,660.8
Plymouth,45.0225,-93.4617,80034,931.0
Tustin,33.7311,-117.8107,79895,2805.2
Zephyrhills,28.2409,-82.1797,79795,649.2
Milpitas,37.4336,-121.8921,79593,2153.0
Florence,34.8303,-87.6655,79590,591.9
Pleasanton,37.6663,-121.8805,79558,1279.1
Boynton Beach,26.5281,-80.0811,79479,1865.4
Texarkana,33.45,-94.0847,79304,451.8
Folsom,38.6668,-121.1422,79201,1102.1
Bellflower,33.888,-118.1271,79070,4818.3
Pharr,26.1685,-98.1904,78997,1285.9
Homestead,25.4665,-80.4472,78885,1764.6
Valdosta,30.8502,-83.2788,78786,604.3
Upland,34.1178,-117.6604,78624,1916.3
Evanston,42.0464,-87.6943,78454,3671.6
Newark,40.0706,-82.425,78447,923.5
Elizabethtown,37.7031,-85.8773,78446,423.7
St. Augustine,29.8976,-81.31,78386,610.9
Rancho Cordova,38.5737,-121.2527,78358,830.9
Alameda,37.7668,-122.267,78320,2949.8
Chino Hills,33.9508,-117.7254,78229,716.0
Perris,33.7898,-117.2233,78106,951.5
Schaumburg,42.0308,-88.0838,78053,1464.7
Kendall,25.6697,-80.3556,78007,1852.2
Camarillo,34.223,-119.0321,77795,1345.1
Anniston,33.6712,-85.8135,77690,181.3
Sumter,33.9392,-80.393,77626,468.1
Jonesboro,35.8212,-90.6791,77520,372.7
Hammond,41.6168,-87.4909,77491,1293.5
Carmichael,38.6318,-121.3263,77358,1904.6
Arlington Heights,42.0955,-87.9826,77283,1745.5
Morgantown,39.6383,-79.9464,77193,1172.6
Wyoming,42.8908,-85.7066,76625,1186.0
Cheyenne,41.135,-104.7902,76456,767.1
Pasco,46.2506,-119.1305,76398,844.4
Watsonville,36.9206,-121.7708,76285,2981.0
Southfield,42.4765,-83.2605,76196,1073.1
Wausau,44.962,-89.6459,76016,777.2
Rochester Hills,42.6645,-83.1563,75990,875.0
Loveland,40.4166,-105.0623,75938,915.7
Alexandria,31.2923,-92.4702,75835,630.8
Pittsburg,38.0182,-121.8965,75701,1566.7
Hammond,30.5061,-90.4563,75688,558.0
South Jordan,40.557,-111.9784,75617,1282.3
Battle Creek,42.2985,-85.2296,75608,463.1
Bethlehem,40.6266,-75.3679,75599,1526.4
Fajardo,18.3331,-65.6589,75549,1156.5
Davis,38.5553,-121.737,75468,2657.8
Apple Valley,34.5352,-117.2109,75311,367.7
Pawtucket,41.8744,-71.3743,75200,3199.5
Wheeling,40.0752,-80.6951,75065,758.1
Flower Mound,33.0343,-97.1146,75050,725.7
Harrisonburg,38.4362,-78.8735,74901,1192.6
Cedar Park,30.5105,-97.8197,74741,1165.1
Oshkosh,44.0227,-88.5619,74737,953.8
Winchester,39.1735,-78.1746,74593,1172.3
Caguas,18.2319,-66.0388,74502,2587.9
Ellicott City,39.2774,-76.8345,74432,942.8
Pocatello,42.8724,-112.4647,74359,648.2
Hilton Head Island,32.1896,-80.7499,74248,373.5
New Britain,41.6759,-72.7862,74022,2090.9
Mansfield,40.7656,-82.5275,74021,581.7
Woodbury,44.9057,-92.923,74014,788.9
Lauderhill,26.1605,-80.2241,73935,3256.7
Lehi,40.4136,-111.8725,73911,907.0
Bolingbrook,41.6901,-88.1021,73807,1151.6
Dale City,38.6473,-77.3459,73716,1953.9
Missouri City,29.563,-95.5365,73682,1002.8
Lake Jackson,29.0516,-95.4521,73478,533.4
Altoona,40.5082,-78.4007,73374,1722.1
Doral,25.8152,-80.3565,73126,1740.7
Owensboro,37.7575,-87.1172,73115,1117.9
Centreville,38.839,-77.4389,73064,2401.1
Mount Vernon,40.9136,-73.8291,72855,5943.4
Baldwin Park,34.0829,-117.9722,72813,4404.7
Broomfield,39.9542,-105.0526,72697,813.3
Redlands,34.0512,-117.1712,72649,768.3
Cleveland,35.1817,-84.8707,72589,642.1
Dothan,31.2336,-85.407,72389,294.9
Camden,39.9361,-75.1073,72381,3192.4
Redmond,47.6763,-122.1169,72166,1583.8
Framingham,42.3085,-71.4368,72089,1123.1
Jackson,35.6538,-88.8354,71983,442.9
Janesville,42.6854,-89.0135,71907,728.1
Juana Díaz,18.0532,-66.5044,71759,1913.2
Mansfield,32.569,-97.1213,71375,751.4
Waukesha,43.0087,-88.2464,71307,1095.5
Tamarac,26.2056,-80.2539,71140,2212.1
Wenatchee,47.436,-120.3295,71119,1249.3
Daytona Beach,29.1995,-81.0982,71041,404.5
Castle Rock,39.3763,-104.8535,71037,733.9
Redondo Beach,33.8577,-118.3765,70998,4148.2
Wilmington,39.7415,-75.5416,70926,2503.9
San Marcos,29.8734,-97.9356,70864,682.0
Union City,37.6032,-122.0181,70828,1494.1
Eldersburg,39.4041,-76.9528,70639,296.1
Conway,35.0753,-92.4692,70555,557.3
Bayonne,40.6668,-74.1158,70553,4318.5
Guaynabo,18.3832,-66.1134,70542,2139.3
Rocklin,38.8075,-121.2489,70317,1307.2
Passaic,40.8574,-74.1282,70308,8600.8
Sheboygan,43.7403,-87.7316,70234,1188.8
Casas Adobes,32.3423,-111.0113,70224,1021.8
St. Charles,38.7954,-90.5157,70218,1099.0
Maple Grove,45.1089,-93.4626,69900,848.3
Walnut Creek,37.9024,-122.0399,69876,1364.5
Dublin,37.7161,-121.8963,69818,1619.0
North Richland Hills,32.8604,-97.218,69817,1500.5
Gary,41.5905,-87.3473,69739,584.5
Glen Burnie,39.156,-76.6071,69739,1553.4
Bristol,36.5572,-82.2154,69734,318.7
Decatur,34.5731,-86.9905,69710,386.0
West Bend,43.4173,-88.1818,69672,785.3
Lodi,38.1218,-121.2932,69467,1884.2
Lima,40.741,-84.112,69440,1046.5
Florida,18.3643,-66.5611,69427,1170.1
Lakeville,44.6774,-93.252,69026,693.6
Blaine,45.1696,-93.2077,68999,763.3
Poinciana,28.1217,-81.4821,68922,366.8
East Orange,40.7651,-74.2117,68918,6355.4
Noblesville,40.0355,-86.0042,68885,723.3
Gaithersburg,39.1346,-77.2131,68827,2539.2
Lake Elsinore,33.6847,-117.3344,68822,648.3
Palo Alto,37.3905,-122.1468,68624,1091.2
Eastvale,33.9617,-117.5803,68539,2003.6
Tulare,36.1995,-119.34,68395,1207.8
Rogers,36.317,-94.1531,68340,672.9
Yorba Linda,33.889,-117.7714,68319,1317.8
Parkersburg,39.2623,-81.542,68217,974.3
Eagan,44.817,-93.1638,68205,822.0
Weston,26.1006,-80.4054,68148,1114.1
Longview,46.1461,-122.963,67958,989.2
Bay City,43.5902,-83.8887,67917,1249.3
Dubuque,42.5002,-90.707,67916,724.9
Union City,40.7675,-74.0323,67903,20421.9
Porterville,36.0643,-119.0338,67887,1222.8
Mount Vernon,48.4203,-122.3115,67767,1114.6
Palatine,42.118,-88.043,67754,1856.8
El Paso de Robles,35.6394,-120.656,67696,618.8
West Des Moines,41.5521,-93.7806,67640,545.4
Lynwood,33.924,-118.2016,67497,5553.4
Skokie,42.036,-87.74,67444,2428.5
Sherman,33.6273,-96.6221,67210,361.1
Rockville,39.0834,-77.1553,67095,1934.4
Haverhill,42.7838,-71.0871,67093,745.4
Hanover,39.8118,-76.9836,67037,1637.3
Shawnee,39.0158,-94.8076,67021,605.6
Rome,34.2662,-85.1863,66998,445.0
Schenectady,42.8025,-73.9275,66809,2334.1
South Hill,47.1198,-122.2853,66713,1331.7
DeKalb,41.9314,-88.7481,66624,978.5
Petaluma,38.2423,-122.6266,66609,1630.3
Sammamish,47.6017,-122.0416,66532,1233.6
Georgetown,30.666,-97.6966,66514,508.2
Carbondale,37.7221,-89.2237,66482,563.7
Delray Beach,26.455,-80.0905,66434,1670.9
Dundalk,39.2704,-76.4942,66426,1883.0
Kenner,30.0109,-90.2549,66411,1732.2
Albany,44.6272,-123.0965,66405,1190.4
Ankeny,41.7288,-93.6031,66346,820.4
South San Francisco,37.6538,-122.4196,66331,2805.8
Castro Valley,37.7088,-122.0626,66324,1475.6
Bethesda,38.9866,-77.1188,66294,1895.0
Saratoga Springs,43.0674,-73.7775,66290,386.0
Corvallis,44.5698,-123.2779,66090,1586.3
Brentwood,40.7839,-73.2522,66035,2212.3
Ames,42.0256,-93.6217,66027,929.0
Glens Falls,43.3109,-73.6458,66024,1436.0
Michigan City,41.7092,-86.869,65946,590.1
Victoria,28.8287,-96.9849,65643,691.7
Malden,42.4305,-71.0576,65602,4647.1
Weirton,40.406,-80.5671,65447,394.7
Novi,42.4786,-83.4893,65369,771.6
Guayama,17.9743,-66.1104,65343,2100.3
Alpharetta,34.0704,-84.2738,65187,955.4
Wesley Chapel,28.2106,-82.3238,65134,532.1
Waltham,42.3889,-71.2423,64655,1896.6
Laguna Niguel,33.5275,-117.705,64608,1704.4
San Clemente,33.4499,-117.6102,64600,1365.7
North Little Rock,34.7807,-92.2371,64444,481.0
Fairbanks,64.8353,-147.6533,64160,382.2
Florence-Graham,33.9682,-118.2447,64109,7127.9
Eden Prairie,44.8488,-93.4595,64048,765.5
Twin Rivers,40.2631,-74.4917,64012,2208.1
Pflugerville,30.4515,-97.6018,64007,961.0
Casper,42.842,-106.3208,63962,845.5
Burnsville,44.7648,-93.2793,63926,952.6
Grand Forks,47.9214,-97.0884,63767,782.8
Brentwood,37.9356,-121.719,63618,1636.6
Millcreek,40.6892,-111.8292,63430,1824.5
Elmira,42.0938,-76.8097,63404,1450.0
Sebring,27.477,-81.453,63287,381.3
La Habra,33.9282,-117.9515,63287,3207.1
Coon Rapids,45.1755,-93.3094,63269,1071.3
Bossier City,32.5224,-93.6668,63168,601.3
Hamilton,39.3939,-84.5653,63127,1118.9
Taylor,42.226,-83.2688,63071,1000.0
Lakewood,47.1628,-122.5299,62972,1370.7
Greenwood,39.6019,-86.1073,62914,813.3
Bellevue,41.1485,-95.939,62888,1149.5
Montebello,34.0155,-118.1108,62828,2906.8
Moore,35.3293,-97.4757,62633,1078.0
Council Bluffs,41.2369,-95.8516,62617,560.6
Rowlett,32.9155,-96.5489,62606,1217.7
Spring,30.0613,-95.383,62569,1056.0
Port Charlotte,26.9918,-82.114,62531,872.2
Reston,38.9497,-77.3461,62453,1545.6
Pico Rivera,33.9901,-118.0888,62383,2902.3
Dearborn Heights,42.3164,-83.2769,62334,1830.0
Port Orange,29.1085,-81.0137,62197,918.3
Encinitas,33.0492,-117.261,62140,1275.8
Springfield,44.0538,-122.9811,62138,1527.2
Great Falls,47.5022,-111.2996,62112,980.4
Rocky Mount,35.9685,-77.804,61952,466.1
Commerce City,39.8641,-104.843,61516,592.9
Pontiac,42.6493,-83.2878,61498,1159.4
The Hammocks,25.67,-80.4482,61461,3117.2
Wellington,26.6461,-80.2699,61445,558.0
San Rafael,37.9905,-122.5221,61158,1377.5
Monterey Park,34.0497,-118.1326,61153,3049.6
La Mesa,32.7703,-117.0204,61040,2557.0
Woodland,38.6712,-121.75,60977,1506.6
Marietta,33.9533,-84.5422,60962,999.1
Chapel Hill,35.9271,-79.0391,60920,1106.8
Gardena,33.8943,-118.3072,60917,3934.5
Meriden,41.5369,-72.7946,60790,968.2
Bristol,41.6812,-72.9407,60733,877.9
Revere,42.4189,-71.004,60720,3614.7
Medford,42.4234,-71.1087,60708,2778.9
Palm Harbor,28.0847,-82.7481,60682,1374.3
Cupertino,37.3168,-122.0466,60681,2038.2
Jupiter,26.92,-80.1128,60629,1162.9
Hendersonville,36.3063,-86.5997,60628,707.4
North Miami,25.9008,-80.1686,60449,2851.4
Des Plaines,42.0345,-87.9008,60413,1581.4
Taylorsville,40.6569,-111.9493,60295,2133.0
West Allis,43.0068,-88.0296,60220,2030.7
Sanford,28.7891,-81.2757,60215,988.0
Huntersville,35.406,-80.8716,60166,535.0
Euless,32.8508,-97.08,60134,1349.1
Richland,46.2824,-119.2939,59718,564.5
Santee,32.8554,-116.9851,59679,1340.3
White Plains,41.022,-73.7547,59452,2306.7
Hoboken,40.7452,-74.0281,59369,16455.4
Kokomo,40.464,-86.1277,59263,611.2
Taunton,41.9036,-71.0943,59076,473.9
St. Clair Shores,42.4925,-82.8961,59046,1956.3
Towson,39.3944,-76.619,59014,1569.8
Caldwell,43.6453,-116.6594,58872,950.6
South Whittier,33.9336,-118.0312,58800,4239.9
Orland Park,41.6075,-87.8619,58622,1023.3
Stonecrest,33.6842,-84.1372,58602,564.3
Palm Beach Gardens,26.8466,-80.1679,58482,374.7
Royal Oak,42.5084,-83.1539,58368,1940.2
Margate,26.2466,-80.2119,58331,2576.9
Blue Springs,39.0124,-94.2721,58265,953.2
Shoreline,47.7564,-122.3426,58213,1886.1
Midwest City,35.463,-97.371,58146,908.2
Bowie,38.9549,-76.7406,58113,1098.4
Apex,35.7237,-78.8743,58066,969.7
Oak Lawn,41.7139,-87.7528,58032,2497.1
Carson City,39.1511,-119.7476,57957,147.6
Fountainebleau,25.7723,-80.346,57957,5773.6
Queen Creek,33.2454,-111.6173,57728,493.8
Leander,30.5728,-97.8618,57696,620.1
Bartlett,35.2337,-89.8195,57639,708.7
St. Cloud,28.2363,-81.2779,57610,804.8
Coconut Creek,26.2803,-80.1842,57553,2105.2
Kettering,39.6956,-84.1494,57503,1140.3
Parker,39.5084,-104.7753,57311,958.7
St. Peters,38.7825,-90.6061,57289,989.2
Fountain Valley,33.7105,-117.9514,57139,2388.5
Maricopa,33.0408,-112.0011,57075,457.5
Berwyn,41.8433,-87.7909,56960,5424.0
National City,32.6654,-117.0983,56846,3223.3
Lenexa,38.9609,-94.8018,56755,621.0
Highland,34.1113,-117.165,56733,1150.5
Arcadia,34.1342,-118.0373,56697,2016.0
Mount Prospect,42.0641,-87.9375,56510,1951.0
Lake Havasu City,34.5006,-114.3113,56510,462.1
Tinley Park,41.567,-87.8049,55988,1343.2
DeSoto,32.5992,-96.8633,55761,948.9
New Brunswick,40.487,-74.445,55671,4131.4
Chicopee,42.1764,-72.5719,55636,930.2
Madison,34.7114,-86.7626,55551,645.1
West Haven,41.2739,-72.9672,55518,1963.4
Smyrna,33.8633,-84.5168,55460,1397.6
Huntington Park,33.98,-118.2167,55439,7414.5
Wylie,33.0362,-96.5161,55426,894.0
Diamond Bar,33.9992,-117.8161,55339,1450.6
Apple Valley,44.7457,-93.2004,55237,1229.6
Perth Amboy,40.5202,-74.2724,55046,4272.5
Bradenton,27.4901,-82.5757,54918,1544.3
Brookhaven,33.8743,-84.3314,54902,1800.6
Hacienda Heights,33.997,-117.9727,54841,1917.5
Manhattan,39.1886,-96.6048,54794,1067.0
Tigard,45.4237,-122.7845,54750,1642.2
Tamiami,25.7556,-80.4016,54525,3054.8
Yucaipa,34.0336,-117.0429,54312,742.6
Westchester,25.7471,-80.3523,54238,2644.4
Peabody,42.5335,-70.9725,54200,1260.4
Plainfield,40.6154,-74.4157,54183,3255.8
Southaven,34.9514,-89.9786,54141,514.0
Apopka,28.7015,-81.5316,54110,589.3
Oak Park,41.8872,-87.7899,54100,4280.3
Horizon West,28.4417,-81.6146,54038,545.0
Severn,39.1355,-76.6956,53955,1123.7
Paramount,33.8977,-118.1651,53904,4406.9
Colton,34.0538,-117.3255,53894,1346.2
Kentwood,42.8852,-85.5926,53884,955.9
Aspen Hill,39.0927,-77.0826,53850,2189.9
Minnetonka,44.9322,-93.4598,53809,771.2
Wheaton,41.8561,-88.1085,53762,1813.5
West Sacramento,38.5557,-121.5505,53589,963.4
Casa Grande,32.9069,-111.7624,53488,197.6
Normal,40.5217,-88.9884,53446,1177.1
Kendale Lakes,25.7081,-80.4078,53392,2664.8
San Jacinto,33.797,-116.9916,53299,725.7
Novato,38.092,-122.5575,53214,755.8
Pinellas Park,27.8589,-82.7078,53130,1280.7
Galveston,29.2484,-94.8913,53092,473.1
Edina,44.8914,-93.3602,53059,1304.4
Herriman,40.4899,-112.017,52860,806.9
Elyria,41.376,-82.106,52853,1011.7
Grand Island,40.9218,-98.3586,52755,657.7
Aloha,45.492,-122.8725,52704,2819.8
Lacey,47.0462,-122.7933,52572,1133.9
Bentonville,36.3547,-94.2305,52565,590.4
Levittown,40.7241,-73.5125,52540,2905.6
Methuen Town,42.734,-71.1889,52536,878.1
West New York,40.7857,-74.0094,52485,20495.1
Glendora,34.1449,-117.8467,52458,1011.0
Smyrna,35.9687,-86.5264,52401,590.8
Florissant,38.7996,-90.3269,52382,1575.7
Delano,35.7662,-119.2635,52206,1385.8
Kannapolis,35.4764,-80.6408,52173,574.1
Hoffman Estates,42.064,-88.1468,52153,925.0
Beaumont,33.9076,-116.9766,52081,614.8
Placentia,33.8807,-117.8553,51951,3039.4
Aliso Viejo,33.5792,-117.7289,51943,2808.9
Wheaton,39.0492,-77.0573,51836,2865.4
Cathedral City,33.8362,-116.4642,51836,940.8
Rosemead,34.0689,-118.0823,51698,4028.1
Burien,47.4762,-122.3394,51646,1984.1
Bozeman,45.6833,-111.0558,51574,897.1
Florin,38.4832,-121.4043,51568,2164.1
Twin Falls,42.5645,-114.4613,51223,986.8
Enid,36.4063,-97.87,51129,261.7
Country Club,25.9407,-80.3102,51105,4661.4
Dunwoody,33.9418,-84.3122,51103,1466.2
Levittown,40.1533,-74.8531,51100,1871.2
Palm Desert,33.7378,-116.3695,51081,764.5
Covina,34.0903,-117.8818,51061,2622.4
Cuyahoga Falls,41.1641,-81.5207,50906,736.3
Lakewood,41.4822,-81.8008,50841,3483.2
Marana,32.4355,-111.1558,50834,150.4
Mishawaka,41.6742,-86.1666,50823,1071.7
Columbus,39.2093,-85.9183,50718,663.4
Troy,42.7354,-73.6751,50717,1836.0
North Bethesda,39.0393,-77.1191,50695,2163.6
Milford city ,41.2255,-73.0625,50694,932.5
Collierville,35.047,-89.6987,50669,537.1
Grapevine,32.9343,-97.0742,50548,650.6
Summerville,33.0016,-80.1799,50318,956.8
Cypress,33.8171,-118.0386,50279,2868.8
Downers Grove,41.7949,-88.0172,50209,1298.6
Murray,40.6498,-111.8874,50183,1534.4
Catalina Foothills,32.3046,-110.8838,50096,467.2
East Honolulu,21.2975,-157.7211,50076,791.0
Draper,40.4957,-111.8605,49978,626.5
Chesterfield,38.6589,-90.5803,49675,576.5
Cerritos,33.8678,-118.0686,49630,2185.0
Bedford,32.8464,-97.135,49576,1891.8
St. Louis Park,44.9488,-93.3649,49539,1775.5
Azusa,34.1386,-117.9124,49457,1981.6
Euclid,41.5903,-81.5188,49382,1698.1
McLean,38.9436,-77.1943,49310,756.2
Coral Gables,25.7037,-80.2715,49269,1491.5
Lincoln,38.8774,-121.2937,49203,769.2
Jeffersonville,38.3376,-85.7026,49178,543.1
Ceres,37.5952,-120.962,49132,1965.5
Biloxi,30.4426,-88.9514,49061,414.0
Lawrence,39.8674,-85.9904,49048,939.4
Poway,32.9871,-117.0201,49005,491.8
Cedar Hill,32.581,-96.9591,48968,521.5
Portage,42.2,-85.5906,48767,588.5
Rowland Heights,33.9716,-117.8912,48765,1473.8
Niagara Falls,43.0921,-79.0147,48763,1315.1
Dublin,40.1112,-83.1454,48613,748.1
El Dorado Hills,38.675,-121.049,48612,375.3
Mooresville,35.5847,-80.8266,48431,586.9
North Highlands,38.6713,-121.3721,48424,2132.2
Antelope,38.7153,-121.361,48421,2737.4
Spring Hill,35.7437,-86.9116,48403,597.1
Everett,42.4064,-71.0545,48368,5229.7
University,28.0771,-82.4335,48367,2948.4
Roswell,33.373,-104.5294,48347,620.4
Leesburg,39.1057,-77.5544,48223,1648.5
Rancho Santa Margarita,33.6318,-117.5988,48190,1441.9
Tuckahoe,37.5878,-77.5858,48187,916.4
Titusville,28.5727,-80.8193,48158,611.8
Glenview,42.0825,-87.8214,48150,1302.1
Wauwatosa,43.0616,-88.0347,48072,1405.3
Stillwater,36.1317,-97.0742,48055,650.4
Minot,48.2375,-101.278,48005,667.9
La Mirada,33.9025,-118.0093,47957,2382.3
Wilson,35.7311,-77.9284,47914,610.5
Newark,37.5201,-122.0307,47815,1335.6
Roseville,42.5074,-82.9369,47692,1851.2
East Lansing,42.748,-84.4836,47427,1392.4
Mentor,41.6893,-81.3362,47369,653.9
Bothell,47.7735,-122.2044,47355,1313.5
San Luis Obispo,35.2669,-120.669,47257,1375.6
Burleson,32.517,-97.3344,47230,643.4
East Providence,41.8065,-71.3565,47171,1378.9
Middletown,41.5476,-72.6549,47164,436.8
Brea,33.9254,-117.8655,46912,1402.0
Salina,38.8136,-97.6143,46896,699.7
Potomac,39.0141,-77.1943,46891,710.3
Farmington,36.7555,-108.1823,46696,503.8
Sicklerville,39.7452,-74.9934,46626,1000.2
Ocoee,28.5796,-81.5332,46562,1173.2
Hilo,19.6883,-155.0863,46559,325.8
Oro Valley,32.4208,-110.9767,46515,501.6
Fort Pierce,27.4255,-80.3431,46409,744.2
Wake Forest,35.9632,-78.514,46387,942.8
Beavercreek,39.731,-84.0624,46320,687.4
Strongsville,41.3128,-81.8313,46187,700.6
Rockwall,32.9169,-96.4374,46150,590.5
Attleboro,41.9311,-71.295,46146,649.1
Winter Garden,28.5421,-81.5967,45978,1061.5
Pearl City,21.4031,-157.9566,45941,1911.9
Haltom City,32.8176,-97.2707,45777,1385.4
Altamonte Springs,28.6615,-81.3953,45732,1865.7
Hackensack,40.8891,-74.0462,45723,4077.8
Westfield,40.0341,-86.1529,45695,504.5
Elmhurst,41.8973,-87.9432,45661,1759.7
Bountiful,40.8721,-111.8647,45496,1287.4
Littleton,39.5915,-105.0188,45465,1413.7
Huntsville,30.7009,-95.5567,45446,377.7
Cleveland Heights,41.5113,-81.5636,45267,2114.8
Morgan Hill,37.1325,-121.6419,45267,1336.6
Keller,32.9335,-97.2256,45190,986.3
Kyle,29.9932,-97.8852,45147,569.4
Little Elm,33.1858,-96.9295,45124,1064.2
Whitney,36.1008,-115.0379,45105,2522.2
Prescott,34.5849,-112.4473,45063,373.2
Sayreville,40.4656,-74.3237,45062,1079.1
Urbandale,41.639,-93.7812,45037,752.0
Ashburn,39.0277,-77.4714,44950,1113.0
Sierra Vista,31.563,-110.3153,44944,111.0
Cutler Bay,25.5765,-80.3356,44865,1715.5
Palm Springs,33.8017,-116.5382,44799,197.6
Riverton,40.5176,-111.9636,44773,1343.8
Lake Ridge,38.6847,-77.3066,44697,1910.5
North Lauderdale,26.2113,-80.2209,44579,3691.5
Fairfield,39.3301,-84.5409,44550,789.9
West Lafayette,40.4432,-86.9238,44515,1411.1
Goose Creek,32.9927,-80.0055,44502,392.4
Salem,42.5129,-70.9021,44452,2018.1
Los Banos,37.063,-120.8406,44421,1523.4
Rohnert Park,38.3479,-122.6965,44420,2255.4
Fond du Lac,43.7718,-88.4397,44412,862.4
Brentwood,35.9918,-86.7758,44354,401.0
Freeport,40.6515,-73.585,44328,3625.8
Lombard,41.8741,-88.0157,44311,1652.9
Plainfield,41.6207,-88.2253,44296,700.9
Lompoc,34.6618,-120.4714,44232,1420.2
Trujillo Alto,18.3599,-66.0096,44203,2173.9
Burke,38.7773,-77.2633,44191,1977.1
Moorhead,46.8673,-96.7461,44129,752.8
Oakland Park,26.178,-80.1528,44092,2303.6
Wilkes-Barre,41.2469,-75.876,44086,2300.6
Campbell,37.2802,-121.9539,43954,2723.4
Mankato,44.1715,-93.9772,43938,848.3
Pittsfield,42.4517,-73.2605,43890,405.6
San Bruno,37.6256,-122.4313,43775,3141.9
Danville,37.8121,-121.9698,43673,959.7
Concord,43.2305,-71.5595,43552,262.6
The Colony,33.0925,-96.8976,43489,1206.9
Odenton,39.0661,-76.6938,43488,1105.0
Greenacres,26.627,-80.1371,43482,2654.0
West Babylon,40.7129,-73.3585,43397,1932.3
Shakopee,44.7745,-93.4772,43396,562.0
Linden,40.6251,-74.2383,43387,1529.3
Altadena,34.1927,-118.1346,43384,1963.0
North Miami Beach,25.9302,-80.1659,43357,3413.3
Gallatin,36.3782,-86.4698,43306,470.8
Wentzville,38.8153,-90.8669,43213,754.1
Hicksville,40.7637,-73.5245,43107,2414.1
